Case ID,Activity,Timestamp,Resource
2251799816775764,Start create trip,2025-08-07T10:00:43.840955,Coordinator
2251799816775797,Start create trip,2025-08-07T10:00:43.851965,Coordinator
2251799816775830,Start create trip,2025-08-07T10:00:43.862528,Coordinator
2251799816775863,Start create trip,2025-08-07T10:00:43.872958,Coordinator
2251799816775896,Start create trip,2025-08-07T10:00:43.882252,Coordinator
2251799816775929,Start create trip,2025-08-07T10:00:43.89118,Coordinator
2251799816775962,Start create trip,2025-08-07T10:00:43.900495,Coordinator
2251799816775995,Start create trip,2025-08-07T10:00:43.912669,Coordinator
2251799816776028,Start create trip,2025-08-07T10:00:43.92132,Coordinator
2251799816776061,Start create trip,2025-08-07T10:00:43.93157,Coordinator
2251799816776094,Start create trip,2025-08-07T10:00:43.941987,Coordinator
2251799816776127,Start create trip,2025-08-07T10:00:43.953672,Coordinator
2251799816776160,Start create trip,2025-08-07T10:00:43.965244,Coordinator
2251799816776193,Start create trip,2025-08-07T10:00:43.97605,Coordinator
2251799816776226,Start create trip,2025-08-07T10:00:43.986624,Coordinator
2251799816776259,Start create trip,2025-08-07T10:00:43.996599,Coordinator
2251799816776292,Start create trip,2025-08-07T10:00:44.008497,Coordinator
2251799816776326,Start create trip,2025-08-07T10:00:44.019066,Coordinator
2251799816776359,Start create trip,2025-08-07T10:00:44.029645,Coordinator
2251799816776392,Start create trip,2025-08-07T10:00:44.040802,Coordinator
2251799816776425,Start create trip,2025-08-07T10:00:44.052494,Coordinator
2251799816776458,Start create trip,2025-08-07T10:00:44.063304,Coordinator
2251799816776491,Start create trip,2025-08-07T10:00:44.074805,Coordinator
2251799816776524,Start create trip,2025-08-07T10:00:44.086796,Coordinator
2251799816776557,Start create trip,2025-08-07T10:00:44.099597,Coordinator
2251799816776590,Start create trip,2025-08-07T10:00:44.110188,Coordinator
2251799816776623,Start create trip,2025-08-07T10:00:44.120584,Coordinator
2251799816776656,Start create trip,2025-08-07T10:00:44.132658,Coordinator
2251799816776689,Start create trip,2025-08-07T10:00:44.143539,Coordinator
2251799816776722,Start create trip,2025-08-07T10:00:44.153649,Coordinator
2251799816776755,Start create trip,2025-08-07T10:00:44.162605,Coordinator
2251799816776788,Start create trip,2025-08-07T10:00:44.174156,Coordinator
2251799816776821,Start create trip,2025-08-07T10:00:44.184601,Coordinator
2251799816776854,Start create trip,2025-08-07T10:00:44.194027,Coordinator
2251799816776887,Start create trip,2025-08-07T10:00:44.20375,Coordinator
2251799816776920,Start create trip,2025-08-07T10:00:44.21233,Coordinator
2251799816776953,Start create trip,2025-08-07T10:00:44.220166,Coordinator
2251799816776986,Start create trip,2025-08-07T10:00:44.230249,Coordinator
2251799816777019,Start create trip,2025-08-07T10:00:44.238938,Coordinator
2251799816777052,Start create trip,2025-08-07T10:00:44.248735,Coordinator
2251799816777085,Start create trip,2025-08-07T10:00:44.25855,Coordinator
2251799816777118,Start create trip,2025-08-07T10:00:44.267769,Coordinator
2251799816777151,Start create trip,2025-08-07T10:00:44.276679,Coordinator
2251799816777184,Start create trip,2025-08-07T10:00:44.285339,Coordinator
2251799816777217,Start create trip,2025-08-07T10:00:44.293836,Coordinator
2251799816777250,Start create trip,2025-08-07T10:00:44.30673,Coordinator
2251799816777283,Start create trip,2025-08-07T10:00:44.316713,Coordinator
2251799816777316,Start create trip,2025-08-07T10:00:44.326475,Coordinator
2251799816775133,Create base trip,2025-08-07T10:01:24.196762,Coordinator
2251799816775100,Create base trip,2025-08-07T10:01:26.180186,Coordinator
2251799816776491,Create base trip,2025-08-07T10:01:29.192499,Coordinator
2251799816776326,Create base trip,2025-08-07T10:01:31.217725,Coordinator
2251799816777118,Create base trip,2025-08-07T10:01:33.237144,Coordinator
2251799816775067,Create base trip,2025-08-07T10:01:35.243346,Coordinator
2251799816775365,Create base trip,2025-08-07T10:01:37.275284,Coordinator
2251799816775863,Create base trip,2025-08-07T10:01:39.292983,Coordinator
2251799816775797,Create base trip,2025-08-07T10:01:41.309301,Coordinator
2251799816775299,Create base trip,2025-08-07T10:01:43.330532,Coordinator
2251799816775001,Create base trip,2025-08-07T10:01:45.340636,Coordinator
2251799816774206,Create base trip,2025-08-07T10:01:47.375034,Coordinator
2251799816775266,Create base trip,2025-08-07T10:01:49.375057,Coordinator
2251799816776722,Create base trip,2025-08-07T10:01:51.404013,Coordinator
2251799816775598,Create base trip,2025-08-07T10:01:53.41993,Coordinator
2251799816776590,Create base trip,2025-08-07T10:01:56.450532,Coordinator
2251799816777052,Create base trip,2025-08-07T10:01:58.461612,Coordinator
2251799816774471,Create base trip,2025-08-07T10:02:00.486387,Coordinator
2251799816777151,Create base trip,2025-08-07T10:02:02.503459,Coordinator
2251799816775431,Create base trip,2025-08-07T10:02:04.529975,Coordinator
2251799816776292,Create base trip,2025-08-07T10:02:06.556716,Coordinator
2251799816776392,Create base trip,2025-08-07T10:02:08.572262,Coordinator
2251799816776193,Create base trip,2025-08-07T10:02:10.607431,Coordinator
2251799816776524,Create base trip,2025-08-07T10:02:14.62188,Coordinator
2251799816774968,Create base trip,2025-08-07T10:02:18.639762,Coordinator
2251799816775697,Create base trip,2025-08-07T10:02:21.667412,Coordinator
2251799816775764,Create base trip,2025-08-07T10:02:24.692899,Coordinator
2251799816776953,Create base trip,2025-08-07T10:02:26.699965,Coordinator
2251799816774703,Create base trip,2025-08-07T10:02:28.727477,Coordinator
2251799816775730,Create base trip,2025-08-07T10:02:31.752803,Coordinator
2251799816777250,Create base trip,2025-08-07T10:02:33.776747,Coordinator
2251799816775398,Create base trip,2025-08-07T10:02:38.798609,Coordinator
2251799816775133,Assign tour guide,2025-08-07T10:02:40.843651,Coordinator
2251799816775133,Fetch partners,2025-08-07T10:02:40.848814,Backend
2251799816775133,Gather offers,2025-08-07T10:02:45.849436,Backend
2251799816775100,Assign tour guide,2025-08-07T10:02:44.841769,Coordinator
2251799816775100,Fetch partners,2025-08-07T10:02:44.845821,Backend
2251799816775100,Gather offers,2025-08-07T10:02:49.846593,Backend
2251799816775564,Create base trip,2025-08-07T10:02:46.86122,Coordinator
2251799816776127,Create base trip,2025-08-07T10:02:48.882218,Coordinator
2251799816774338,Create base trip,2025-08-07T10:02:50.898834,Coordinator
2251799816774869,Create base trip,2025-08-07T10:02:52.917108,Coordinator
2251799816774570,Create base trip,2025-08-07T10:02:54.95043,Coordinator
2251799816776788,Create base trip,2025-08-07T10:02:56.965368,Coordinator
2251799816776656,Create base trip,2025-08-07T10:02:58.991021,Coordinator
2251799816774107,Create base trip,2025-08-07T10:03:01.002737,Coordinator
2251799816775199,Create base trip,2025-08-07T10:03:03.019238,Coordinator
2251799816774603,Create base trip,2025-08-07T10:03:05.032646,Coordinator
2251799816775631,Create base trip,2025-08-07T10:03:07.046807,Coordinator
2251799816774703,Assign tour guide,2025-08-07T10:03:10.062108,Coordinator
2251799816774703,Fetch partners,2025-08-07T10:03:10.063896,Backend
2251799816774703,Gather offers,2025-08-07T10:03:15.064454,Backend
2251799816775962,Create base trip,2025-08-07T10:03:15.089275,Coordinator
2251799816774637,Create base trip,2025-08-07T10:03:20.134677,Coordinator
2251799816775797,Assign tour guide,2025-08-07T10:03:23.156257,Coordinator
2251799816775797,Fetch partners,2025-08-07T10:03:23.158135,Backend
2251799816775797,Gather offers,2025-08-07T10:03:28.158576,Backend
2251799816777217,Create base trip,2025-08-07T10:03:26.175596,Coordinator
2251799816774405,Create base trip,2025-08-07T10:03:29.190846,Coordinator
2251799816774074,Create base trip,2025-08-07T10:03:31.205053,Coordinator
2251799816774769,Create base trip,2025-08-07T10:03:35.228039,Coordinator
2251799816775664,Create base trip,2025-08-07T10:03:37.256223,Coordinator
2251799816776821,Create base trip,2025-08-07T10:03:39.277429,Coordinator
2251799816776259,Create base trip,2025-08-07T10:03:41.292273,Coordinator
2251799816776953,Assign tour guide,2025-08-07T10:03:43.324445,Coordinator
2251799816774239,Create base trip,2025-08-07T10:03:45.332658,Coordinator
2251799816775034,Create base trip,2025-08-07T10:03:47.345725,Coordinator
2251799816774305,Create base trip,2025-08-07T10:03:49.373134,Coordinator
2251799816776953,Fetch partners,2025-08-07T10:03:49.376363,Backend
2251799816776953,Gather offers,2025-08-07T10:03:54.376822,Backend
2251799816776491,Assign tour guide,2025-08-07T10:03:51.394763,Coordinator
2251799816776458,Create base trip,2025-08-07T10:03:53.41709,Coordinator
2251799816776359,Create base trip,2025-08-07T10:03:55.427217,Coordinator
2251799816776491,Fetch partners,2025-08-07T10:03:55.470503,Backend
2251799816776491,Gather offers,2025-08-07T10:04:00.470834,Backend
2251799816777118,Assign tour guide,2025-08-07T10:03:57.463353,Coordinator
2251799816775929,Create base trip,2025-08-07T10:03:59.452425,Coordinator
2251799816774803,Create base trip,2025-08-07T10:04:00.473432,Coordinator
2251799816777118,Fetch partners,2025-08-07T10:04:00.482577,Backend
2251799816777118,Gather offers,2025-08-07T10:04:05.483041,Backend
2251799816775497,Create base trip,2025-08-07T10:04:02.486147,Coordinator
2251799816774173,Create base trip,2025-08-07T10:04:03.498587,Coordinator
2251799816775332,Create base trip,2025-08-07T10:04:04.512439,Coordinator
2251799816774736,Create base trip,2025-08-07T10:04:05.512278,Coordinator
2251799816775863,Assign tour guide,2025-08-07T10:04:06.527748,Coordinator
2251799816775398,Assign tour guide,2025-08-07T10:04:07.536957,Coordinator
2251799816777151,Assign tour guide,2025-08-07T10:04:09.558941,Coordinator
2251799816775697,Assign tour guide,2025-08-07T10:04:11.580559,Coordinator
2251799816775166,Create base trip,2025-08-07T10:04:13.606585,Coordinator
2251799816775863,Fetch partners,2025-08-07T10:04:13.609179,Backend
2251799816775863,Gather offers,2025-08-07T10:04:18.609569,Backend
2251799816775398,Fetch partners,2025-08-07T10:04:13.62445,Backend
2251799816775398,Gather offers,2025-08-07T10:04:18.625148,Backend
2251799816777151,Fetch partners,2025-08-07T10:04:13.635146,Backend
2251799816777151,Gather offers,2025-08-07T10:04:18.635392,Backend
2251799816776689,Create base trip,2025-08-07T10:04:15.607621,Coordinator
2251799816775697,Fetch partners,2025-08-07T10:04:15.609942,Backend
2251799816775697,Gather offers,2025-08-07T10:04:20.61053,Backend
2251799816776854,Create base trip,2025-08-07T10:04:16.622826,Coordinator
2251799816776524,Assign tour guide,2025-08-07T10:04:17.64482,Coordinator
2251799816776061,Create base trip,2025-08-07T10:04:19.643353,Coordinator
2251799816774902,Create base trip,2025-08-07T10:04:20.66144,Coordinator
2251799816774338,Assign tour guide,2025-08-07T10:04:22.680642,Coordinator
2251799816774041,Create base trip,2025-08-07T10:04:24.700022,Coordinator
2251799816776524,Fetch partners,2025-08-07T10:04:24.70951,Backend
2251799816776524,Gather offers,2025-08-07T10:04:29.710244,Backend
2251799816774338,Fetch partners,2025-08-07T10:04:24.742431,Backend
2251799816774338,Gather offers,2025-08-07T10:04:29.742764,Backend
2251799816775431,Assign tour guide,2025-08-07T10:04:26.717055,Coordinator
2251799816775431,Fetch partners,2025-08-07T10:04:26.722014,Backend
2251799816775431,Gather offers,2025-08-07T10:04:31.723013,Backend
2251799816774537,Create base trip,2025-08-07T10:04:28.729646,Coordinator
2251799816774107,Assign tour guide,2025-08-07T10:04:29.741927,Coordinator
2251799816774107,Fetch partners,2025-08-07T10:04:29.745622,Backend
2251799816774107,Gather offers,2025-08-07T10:04:34.746165,Backend
2251799816774272,Create base trip,2025-08-07T10:04:31.765361,Coordinator
2251799816775299,Assign tour guide,2025-08-07T10:04:33.788474,Coordinator
2251799816777052,Assign tour guide,2025-08-07T10:04:35.79332,Coordinator
2251799816775299,Fetch partners,2025-08-07T10:04:35.796133,Backend
2251799816775299,Gather offers,2025-08-07T10:04:40.796413,Backend
2251799816776722,Assign tour guide,2025-08-07T10:04:37.807537,Coordinator
2251799816777052,Fetch partners,2025-08-07T10:04:37.813635,Backend
2251799816777052,Gather offers,2025-08-07T10:04:42.814631,Backend
2251799816776722,Fetch partners,2025-08-07T10:04:37.824829,Backend
2251799816776722,Gather offers,2025-08-07T10:04:42.825183,Backend
2251799816776557,Create base trip,2025-08-07T10:04:39.84322,Coordinator
2251799816776887,Create base trip,2025-08-07T10:04:41.852557,Coordinator
2251799816776920,Create base trip,2025-08-07T10:04:43.867352,Coordinator
2251799816777283,Create base trip,2025-08-07T10:04:45.893953,Coordinator
2251799816775365,Assign tour guide,2025-08-07T10:04:49.902243,Coordinator
2251799816774140,Create base trip,2025-08-07T10:04:50.923688,Coordinator
2251799816775365,Fetch partners,2025-08-07T10:04:50.92692,Backend
2251799816775365,Gather offers,2025-08-07T10:04:55.927616,Backend
2251799816776094,Create base trip,2025-08-07T10:04:52.944245,Coordinator
2251799816776788,Assign tour guide,2025-08-07T10:04:53.966674,Coordinator
2251799816776028,Create base trip,2025-08-07T10:04:55.98617,Coordinator
2251799816776788,Fetch partners,2025-08-07T10:04:55.990488,Backend
2251799816776788,Gather offers,2025-08-07T10:05:00.990953,Backend
2251799816774670,Create base trip,2025-08-07T10:04:56.995559,Coordinator
2251799816776160,Create base trip,2025-08-07T10:04:59.006874,Coordinator
2251799816775034,Assign tour guide,2025-08-07T10:05:00.010437,Coordinator
2251799816776755,Create base trip,2025-08-07T10:05:01.018863,Coordinator
2251799816776292,Assign tour guide,2025-08-07T10:05:02.0362,Coordinator
2251799816775464,Create base trip,2025-08-07T10:05:03.046168,Coordinator
2251799816775034,Fetch partners,2025-08-07T10:05:03.049089,Backend
2251799816775034,Gather offers,2025-08-07T10:05:08.04963,Backend
2251799816776425,Create base trip,2025-08-07T10:05:04.066177,Coordinator
2251799816774305,Assign tour guide,2025-08-07T10:05:05.083108,Coordinator
2251799816776292,Fetch partners,2025-08-07T10:05:05.084691,Backend
2251799816776292,Gather offers,2025-08-07T10:05:10.08528,Backend
2251799816776986,Create base trip,2025-08-07T10:05:07.082605,Coordinator
2251799816775232,Create base trip,2025-08-07T10:05:08.11225,Coordinator
2251799816775896,Create base trip,2025-08-07T10:05:10.127503,Coordinator
2251799816774305,Fetch partners,2025-08-07T10:05:10.130824,Backend
2251799816774305,Gather offers,2025-08-07T10:05:15.131754,Backend
2251799816775764,Assign tour guide,2025-08-07T10:05:11.133346,Coordinator
2251799816775497,Assign tour guide,2025-08-07T10:05:13.150393,Coordinator
2251799816775764,Fetch partners,2025-08-07T10:05:13.155557,Backend
2251799816775764,Gather offers,2025-08-07T10:05:18.155883,Backend
2251799816774239,Assign tour guide,2025-08-07T10:05:14.169743,Coordinator
2251799816776623,Create base trip,2025-08-07T10:05:15.187878,Coordinator
2251799816775001,Assign tour guide,2025-08-07T10:05:16.197363,Coordinator
2251799816775497,Fetch partners,2025-08-07T10:05:16.200829,Backend
2251799816775497,Gather offers,2025-08-07T10:05:21.201506,Backend
2251799816774736,Assign tour guide,2025-08-07T10:05:17.205208,Coordinator
2251799816774239,Fetch partners,2025-08-07T10:05:17.210069,Backend
2251799816774239,Gather offers,2025-08-07T10:05:22.210546,Backend
2251799816775001,Fetch partners,2025-08-07T10:05:17.221033,Backend
2251799816775001,Gather offers,2025-08-07T10:05:22.221524,Backend
2251799816775531,Create base trip,2025-08-07T10:05:18.227721,Coordinator
2251799816777316,Create base trip,2025-08-07T10:05:19.247297,Coordinator
2251799816774736,Fetch partners,2025-08-07T10:05:19.281403,Backend
2251799816774736,Gather offers,2025-08-07T10:05:24.281551,Backend
2251799816775995,Create base trip,2025-08-07T10:05:21.256833,Coordinator
2251799816775830,Create base trip,2025-08-07T10:05:28.286332,Coordinator
2251799816775398,Review partner offers,2025-08-07T10:05:29.306659,Coordinator
2251799816776226,Create base trip,2025-08-07T10:05:30.315394,Coordinator
2251799816774504,Create base trip,2025-08-07T10:05:32.323357,Coordinator
2251799816774703,Review partner offers,2025-08-07T10:05:34.354816,Coordinator
2251799816775398,Reject all offers,2025-08-07T10:05:34.385847,Backend
2251799816776392,Assign tour guide,2025-08-07T10:05:36.352235,Coordinator
2251799816774371,Create base trip,2025-08-07T10:05:37.355346,Coordinator
2251799816774836,Create base trip,2025-08-07T10:05:38.361556,Coordinator
2251799816774935,Create base trip,2025-08-07T10:05:39.373052,Coordinator
2251799816777019,Create base trip,2025-08-07T10:05:40.382481,Coordinator
2251799816774471,Assign tour guide,2025-08-07T10:05:42.393185,Coordinator
2251799816774703,Accept offers,2025-08-07T10:05:42.396695,Backend
2251799816774703,Reject other offers,2025-08-07T10:05:42.39818,Backend
2251799816776392,Fetch partners,2025-08-07T10:05:42.400086,Backend
2251799816776392,Gather offers,2025-08-07T10:05:47.400847,Backend
2251799816777184,Create base trip,2025-08-07T10:05:44.420563,Coordinator
2251799816775133,Review partner offers,2025-08-07T10:05:46.456617,Coordinator
2251799816774438,Create base trip,2025-08-07T10:05:49.472155,Coordinator
2251799816774206,Assign tour guide,2025-08-07T10:05:52.480004,Coordinator
2251799816774471,Fetch partners,2025-08-07T10:05:52.481984,Backend
2251799816774471,Gather offers,2025-08-07T10:05:57.482512,Backend
2251799816777283,Assign tour guide,2025-08-07T10:05:54.493886,Coordinator
2251799816776425,Assign tour guide,2025-08-07T10:05:56.528422,Coordinator
2251799816776127,Assign tour guide,2025-08-07T10:05:59.536879,Coordinator
2251799816777085,Create base trip,2025-08-07T10:06:02.547149,Coordinator
2251799816775067,Assign tour guide,2025-08-07T10:06:04.583489,Coordinator
2251799816775133,Reject other offers,2025-08-07T10:06:04.585333,Backend
2251799816775133,Accept offers,2025-08-07T10:06:04.586359,Backend
2251799816775962,Assign tour guide,2025-08-07T10:06:05.604389,Coordinator
2251799816774206,Fetch partners,2025-08-07T10:06:05.632663,Backend
2251799816774206,Gather offers,2025-08-07T10:06:10.632836,Backend
2251799816774869,Assign tour guide,2025-08-07T10:06:07.612056,Coordinator
2251799816777283,Fetch partners,2025-08-07T10:06:07.615556,Backend
2251799816777283,Gather offers,2025-08-07T10:06:12.615915,Backend
2251799816777316,Assign tour guide,2025-08-07T10:06:09.641855,Coordinator
2251799816776359,Assign tour guide,2025-08-07T10:06:10.647815,Coordinator
2251799816776425,Fetch partners,2025-08-07T10:06:10.64944,Backend
2251799816776425,Gather offers,2025-08-07T10:06:15.649939,Backend
2251799816776094,Assign tour guide,2025-08-07T10:06:11.672898,Coordinator
2251799816776127,Fetch partners,2025-08-07T10:06:11.674141,Backend
2251799816776127,Gather offers,2025-08-07T10:06:16.674658,Backend
2251799816774537,Assign tour guide,2025-08-07T10:06:13.718691,Coordinator
2251799816777052,Review partner offers,2025-08-07T10:06:15.749044,Coordinator
2251799816775100,Review partner offers,2025-08-07T10:06:17.758666,Coordinator
2251799816775598,Assign tour guide,2025-08-07T10:06:19.769821,Coordinator
2251799816774074,Assign tour guide,2025-08-07T10:06:21.785542,Coordinator
2251799816775067,Fetch partners,2025-08-07T10:06:21.787362,Backend
2251799816775067,Gather offers,2025-08-07T10:06:26.787797,Backend
2251799816775962,Fetch partners,2025-08-07T10:06:21.798369,Backend
2251799816775962,Gather offers,2025-08-07T10:06:26.798824,Backend
2251799816776193,Assign tour guide,2025-08-07T10:06:23.80934,Coordinator
2251799816774869,Fetch partners,2025-08-07T10:06:23.812386,Backend
2251799816774869,Gather offers,2025-08-07T10:06:28.81281,Backend
2251799816774803,Assign tour guide,2025-08-07T10:06:25.832749,Coordinator
2251799816777316,Fetch partners,2025-08-07T10:06:25.835781,Backend
2251799816777316,Gather offers,2025-08-07T10:06:30.836248,Backend
2251799816775266,Assign tour guide,2025-08-07T10:06:27.847323,Coordinator
2251799816776689,Assign tour guide,2025-08-07T10:06:28.868295,Coordinator
2251799816776359,Fetch partners,2025-08-07T10:06:28.869733,Backend
2251799816776359,Gather offers,2025-08-07T10:06:33.87025,Backend
2251799816776094,Fetch partners,2025-08-07T10:06:28.883803,Backend
2251799816776094,Gather offers,2025-08-07T10:06:33.88432,Backend
2251799816774537,Fetch partners,2025-08-07T10:06:28.8935,Backend
2251799816774537,Gather offers,2025-08-07T10:06:33.893872,Backend
2251799816777052,Reject other offers,2025-08-07T10:06:28.90008,Backend
2251799816777052,Accept offers,2025-08-07T10:06:28.90033,Backend
2251799816775100,Accept offers,2025-08-07T10:06:28.900479,Backend
2251799816775100,Reject other offers,2025-08-07T10:06:28.900553,Backend
2251799816776854,Assign tour guide,2025-08-07T10:06:30.886296,Coordinator
2251799816774570,Assign tour guide,2025-08-07T10:06:32.872054,Coordinator
2251799816775232,Assign tour guide,2025-08-07T10:06:33.894802,Coordinator
2251799816776326,Assign tour guide,2025-08-07T10:06:34.919762,Coordinator
2251799816775598,Fetch partners,2025-08-07T10:06:34.922011,Backend
2251799816775598,Gather offers,2025-08-07T10:06:39.922541,Backend
2251799816776590,Assign tour guide,2025-08-07T10:06:35.958741,Coordinator
2251799816774074,Fetch partners,2025-08-07T10:06:35.960587,Backend
2251799816774074,Gather offers,2025-08-07T10:06:40.961201,Backend
2251799816774968,Assign tour guide,2025-08-07T10:06:36.954248,Coordinator
2251799816776193,Fetch partners,2025-08-07T10:06:36.956726,Backend
2251799816776193,Gather offers,2025-08-07T10:06:41.956958,Backend
2251799816774803,Fetch partners,2025-08-07T10:06:36.966961,Backend
2251799816774803,Gather offers,2025-08-07T10:06:41.967722,Backend
2251799816775266,Fetch partners,2025-08-07T10:06:36.976642,Backend
2251799816775266,Gather offers,2025-08-07T10:06:41.976931,Backend
2251799816776689,Fetch partners,2025-08-07T10:06:36.982439,Backend
2251799816776689,Gather offers,2025-08-07T10:06:41.982585,Backend
2251799816775929,Assign tour guide,2025-08-07T10:06:37.958814,Coordinator
2251799816776854,Fetch partners,2025-08-07T10:06:37.963897,Backend
2251799816776854,Gather offers,2025-08-07T10:06:42.964288,Backend
2251799816776788,Review partner offers,2025-08-07T10:06:38.987272,Coordinator
2251799816774570,Fetch partners,2025-08-07T10:06:38.988952,Backend
2251799816774570,Gather offers,2025-08-07T10:06:43.989475,Backend
2251799816775232,Fetch partners,2025-08-07T10:06:38.99962,Backend
2251799816775232,Gather offers,2025-08-07T10:06:43.999969,Backend
2251799816776326,Fetch partners,2025-08-07T10:06:39.016723,Backend
2251799816776326,Gather offers,2025-08-07T10:06:44.016894,Backend
2251799816776590,Fetch partners,2025-08-07T10:06:39.018951,Backend
2251799816776590,Gather offers,2025-08-07T10:06:44.019088,Backend
2251799816774968,Fetch partners,2025-08-07T10:06:39.02171,Backend
2251799816774968,Gather offers,2025-08-07T10:06:44.021873,Backend
2251799816775365,Review partner offers,2025-08-07T10:06:40.005561,Coordinator
2251799816775929,Fetch partners,2025-08-07T10:06:40.009342,Backend
2251799816775929,Gather offers,2025-08-07T10:06:45.009816,Backend
2251799816775332,Assign tour guide,2025-08-07T10:06:41.082413,Coordinator
2251799816776788,Reject other offers,2025-08-07T10:06:41.084031,Backend
2251799816776788,Accept offers,2025-08-07T10:06:41.084479,Backend
2251799816775365,Reject other offers,2025-08-07T10:06:41.114677,Backend
2251799816775365,Accept offers,2025-08-07T10:06:41.114881,Backend
2251799816775332,Fetch partners,2025-08-07T10:06:41.115153,Backend
2251799816775332,Gather offers,2025-08-07T10:06:46.115196,Backend
2251799816775830,Assign tour guide,2025-08-07T10:06:44.035416,Coordinator
2251799816775830,Fetch partners,2025-08-07T10:06:44.104774,Backend
2251799816775830,Gather offers,2025-08-07T10:06:49.105088,Backend
2251799816774405,Assign tour guide,2025-08-07T10:06:50.071875,Coordinator
2251799816774405,Fetch partners,2025-08-07T10:06:50.073343,Backend
2251799816774405,Gather offers,2025-08-07T10:06:55.073789,Backend
2251799816775797,Review partner offers,2025-08-07T10:06:51.090871,Coordinator
2251799816775797,Reject other offers,2025-08-07T10:06:51.09345,Backend
2251799816775797,Accept offers,2025-08-07T10:06:51.094493,Backend
2251799816775464,Assign tour guide,2025-08-07T10:06:52.113218,Coordinator
2251799816775464,Fetch partners,2025-08-07T10:06:52.14508,Backend
2251799816775464,Gather offers,2025-08-07T10:06:57.145278,Backend
2251799816776656,Assign tour guide,2025-08-07T10:06:54.138615,Coordinator
2251799816776656,Fetch partners,2025-08-07T10:06:54.142114,Backend
2251799816776656,Gather offers,2025-08-07T10:06:59.142643,Backend
